_id,userId,campaignName,groupId,groupName,message,totalContacts,sentAt,status,logs,addedAt
683ef334fc13ae5d09285030,Syntax error in formula '683eec7308d60cc50c330fc2',Dr,683ef334fc13ae5d09285031,Honorable,Aliquam non mauris.,1,2025-06-03T00:00:00Z,in progress,"[{""number"":""568-561-9343"",""status"":""success"",""error"":""Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."",""_id"":{""$oid"":""683ef334fc13ae5d0928502e""}},{""number"":""374-851-5039"",""status"":""failure"",""error"":""Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.\n\nDuis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.\n\nIn sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."",""_id"":{""$oid"":""683ef334fc13ae5d0928502f""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d09285037,Syntax error in formula '683eec7308d60cc50c330fc2',Ms,683ef334fc13ae5d09285038,Mrs,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,1,2025-06-03T00:00:00Z,completed,"[{""number"":""983-497-8171"",""status"":""success"",""error"":""Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."",""_id"":{""$oid"":""683ef334fc13ae5d09285032""}},{""number"":""174-375-8905"",""status"":""failure"",""error"":""Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.\n\nSed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."",""_id"":{""$oid"":""683ef334fc13ae5d09285033""}},{""number"":""320-114-4949"",""status"":""success"",""error"":""Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.\n\nMorbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."",""_id"":{""$oid"":""683ef334fc13ae5d09285034""}},{""number"":""890-264-1555"",""status"":""failure"",""error"":""Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."",""_id"":{""$oid"":""683ef334fc13ae5d09285035""}},{""number"":""674-491-0536"",""status"":""success"",""error"":""Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."",""_id"":{""$oid"":""683ef334fc13ae5d09285036""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d0928503c,Syntax error in formula '683eec7308d60cc50c330fc2',Rev,683ef334fc13ae5d0928503d,Rev,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",10,2025-06-03T00:00:00Z,completed,"[{""number"":""480-642-9061"",""status"":""success"",""error"":""Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.\n\nNullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."",""_id"":{""$oid"":""683ef334fc13ae5d09285039""}},{""number"":""761-812-4088"",""status"":""failure"",""error"":""Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.\n\nDuis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."",""_id"":{""$oid"":""683ef334fc13ae5d0928503a""}},{""number"":""791-280-4681"",""status"":""failure"",""error"":""Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.\n\nIn sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.\n\nSuspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."",""_id"":{""$oid"":""683ef334fc13ae5d0928503b""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d09285040,Syntax error in formula '683eec7308d60cc50c330fc2',Mr,683ef334fc13ae5d09285041,Rev,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2,2025-06-03T00:00:00Z,failed,"[{""number"":""969-894-5269"",""status"":""failure"",""error"":""Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."",""_id"":{""$oid"":""683ef334fc13ae5d0928503e""}},{""number"":""697-772-0488"",""status"":""success"",""error"":""Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."",""_id"":{""$oid"":""683ef334fc13ae5d0928503f""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d0928504b,Syntax error in formula '683eec7308d60cc50c330fc2',Dr,683ef334fc13ae5d0928504c,Mr,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",4,2025-06-03T00:00:00Z,failed,"[{""number"":""522-343-9331"",""status"":""success"",""error"":""Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.\n\nIn sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."",""_id"":{""$oid"":""683ef334fc13ae5d09285042""}},{""number"":""304-682-6410"",""status"":""failure"",""error"":""Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.\n\nPhasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."",""_id"":{""$oid"":""683ef334fc13ae5d09285043""}},{""number"":""702-748-7080"",""status"":""success"",""error"":""Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."",""_id"":{""$oid"":""683ef334fc13ae5d09285044""}},{""number"":""339-883-2269"",""status"":""failure"",""error"":""Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."",""_id"":{""$oid"":""683ef334fc13ae5d09285045""}},{""number"":""397-322-3330"",""status"":""success"",""error"":""Fusce consequat. Nulla nisl. Nunc nisl.\n\nDuis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."",""_id"":{""$oid"":""683ef334fc13ae5d09285046""}},{""number"":""555-894-6021"",""status"":""failure"",""error"":""Sed ante. Vivamus tortor. Duis mattis egestas metus.\n\nAenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.\n\nQuisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."",""_id"":{""$oid"":""683ef334fc13ae5d09285047""}},{""number"":""735-336-3881"",""status"":""success"",""error"":""In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.\n\nMaecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."",""_id"":{""$oid"":""683ef334fc13ae5d09285048""}},{""number"":""374-513-0894"",""status"":""failure"",""error"":""Fusce consequat. Nulla nisl. Nunc nisl."",""_id"":{""$oid"":""683ef334fc13ae5d09285049""}},{""number"":""810-700-1363"",""status"":""failure"",""error"":""Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."",""_id"":{""$oid"":""683ef334fc13ae5d0928504a""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d09285051,Syntax error in formula '683eec7308d60cc50c330fc2',Mr,683ef334fc13ae5d09285052,Rev,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",3,2025-06-03T00:00:00Z,failed,"[{""number"":""530-793-9478"",""status"":""success"",""error"":""Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.\n\nFusce consequat. Nulla nisl. Nunc nisl.\n\nDuis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."",""_id"":{""$oid"":""683ef334fc13ae5d0928504d""}},{""number"":""826-966-4644"",""status"":""failure"",""error"":""Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.\n\nPhasellus in felis. Donec semper sapien a libero. Nam dui."",""_id"":{""$oid"":""683ef334fc13ae5d0928504e""}},{""number"":""726-587-3261"",""status"":""failure"",""error"":""Sed ante. Vivamus tortor. Duis mattis egestas metus.\n\nAenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."",""_id"":{""$oid"":""683ef334fc13ae5d0928504f""}},{""number"":""319-729-1225"",""status"":""success"",""error"":""Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.\n\nProin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.\n\nAenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."",""_id"":{""$oid"":""683ef334fc13ae5d09285050""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d0928505d,Syntax error in formula '683eec7308d60cc50c330fc2',Dr,683ef334fc13ae5d0928505e,Dr,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",6,2025-06-03T00:00:00Z,completed,"[{""number"":""289-393-2734"",""status"":""failure"",""error"":""Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."",""_id"":{""$oid"":""683ef334fc13ae5d09285053""}},{""number"":""672-810-8514"",""status"":""success"",""error"":""Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.\n\nMorbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.\n\nFusce consequat. Nulla nisl. Nunc nisl."",""_id"":{""$oid"":""683ef334fc13ae5d09285054""}},{""number"":""426-623-4277"",""status"":""success"",""error"":""Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."",""_id"":{""$oid"":""683ef334fc13ae5d09285055""}},{""number"":""211-778-5364"",""status"":""failure"",""error"":""Sed ante. Vivamus tortor. Duis mattis egestas metus.\n\nAenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.\n\nQuisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."",""_id"":{""$oid"":""683ef334fc13ae5d09285056""}},{""number"":""104-503-7316"",""status"":""failure"",""error"":""In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.\n\nNulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.\n\nCras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."",""_id"":{""$oid"":""683ef334fc13ae5d09285057""}},{""number"":""489-847-2184"",""status"":""success"",""error"":""Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.\n\nNam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.\n\nCurabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."",""_id"":{""$oid"":""683ef334fc13ae5d09285058""}},{""number"":""188-753-3160"",""status"":""success"",""error"":""Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."",""_id"":{""$oid"":""683ef334fc13ae5d09285059""}},{""number"":""386-360-9880"",""status"":""success"",""error"":""Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.\n\nIn quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.\n\nMaecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."",""_id"":{""$oid"":""683ef334fc13ae5d0928505a""}},{""number"":""950-676-7498"",""status"":""failure"",""error"":""Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."",""_id"":{""$oid"":""683ef334fc13ae5d0928505b""}},{""number"":""322-755-5144"",""status"":""success"",""error"":""Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.\n\nDuis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.\n\nMauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."",""_id"":{""$oid"":""683ef334fc13ae5d0928505c""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d09285069,Syntax error in formula '683eec7308d60cc50c330fc2',Honorable,683ef334fc13ae5d0928506a,Mr,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",4,2025-06-03T00:00:00Z,in progress,"[{""number"":""692-441-3297"",""status"":""failure"",""error"":""Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.\n\nMorbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.\n\nFusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."",""_id"":{""$oid"":""683ef334fc13ae5d0928505f""}},{""number"":""298-655-2317"",""status"":""failure"",""error"":""Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.\n\nCras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."",""_id"":{""$oid"":""683ef334fc13ae5d09285060""}},{""number"":""634-718-4605"",""status"":""failure"",""error"":""Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.\n\nInteger ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.\n\nNam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."",""_id"":{""$oid"":""683ef334fc13ae5d09285061""}},{""number"":""842-815-9577"",""status"":""failure"",""error"":""Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.\n\nDuis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."",""_id"":{""$oid"":""683ef334fc13ae5d09285062""}},{""number"":""507-748-3743"",""status"":""failure"",""error"":""Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.\n\nNullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.\n\nMorbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."",""_id"":{""$oid"":""683ef334fc13ae5d09285063""}},{""number"":""512-609-9226"",""status"":""failure"",""error"":""In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.\n\nNulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.\n\nCras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."",""_id"":{""$oid"":""683ef334fc13ae5d09285064""}},{""number"":""932-852-6494"",""status"":""failure"",""error"":""Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.\n\nSed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.\n\nPellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."",""_id"":{""$oid"":""683ef334fc13ae5d09285065""}},{""number"":""441-896-6931"",""status"":""success"",""error"":""Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."",""_id"":{""$oid"":""683ef334fc13ae5d09285066""}},{""number"":""989-223-2130"",""status"":""failure"",""error"":""Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.\n\nSed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."",""_id"":{""$oid"":""683ef334fc13ae5d09285067""}},{""number"":""637-149-5108"",""status"":""failure"",""error"":""Phasellus in felis. Donec semper sapien a libero. Nam dui.\n\nProin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.\n\nInteger ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."",""_id"":{""$oid"":""683ef334fc13ae5d09285068""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d09285071,Syntax error in formula '683eec7308d60cc50c330fc2',Mrs,683ef334fc13ae5d09285072,Mrs,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",3,2025-06-03T00:00:00Z,in progress,"[{""number"":""584-792-9652"",""status"":""success"",""error"":""Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."",""_id"":{""$oid"":""683ef334fc13ae5d0928506b""}},{""number"":""938-951-0914"",""status"":""success"",""error"":""Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.\n\nPraesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.\n\nMorbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."",""_id"":{""$oid"":""683ef334fc13ae5d0928506c""}},{""number"":""104-653-9708"",""status"":""success"",""error"":""Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.\n\nQuisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."",""_id"":{""$oid"":""683ef334fc13ae5d0928506d""}},{""number"":""845-847-7262"",""status"":""failure"",""error"":""Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.\n\nQuisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.\n\nPhasellus in felis. Donec semper sapien a libero. Nam dui."",""_id"":{""$oid"":""683ef334fc13ae5d0928506e""}},{""number"":""274-932-9142"",""status"":""success"",""error"":""Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.\n\nMauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."",""_id"":{""$oid"":""683ef334fc13ae5d0928506f""}},{""number"":""791-622-4793"",""status"":""failure"",""error"":""Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.\n\nDonec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.\n\nDuis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."",""_id"":{""$oid"":""683ef334fc13ae5d09285070""}}]",2025-06-03T00:00:00Z
683ef334fc13ae5d0928507a,Syntax error in formula '683eec7308d60cc50c330fc2',Ms,683ef334fc13ae5d0928507b,Mrs,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",8,2025-06-03T00:00:00Z,in progress,"[{""number"":""918-508-7968"",""status"":""success"",""error"":""Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.\n\nNullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.\n\nIn quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."",""_id"":{""$oid"":""683ef334fc13ae5d09285073""}},{""number"":""458-161-7533"",""status"":""failure"",""error"":""Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.\n\nFusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.\n\nSed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."",""_id"":{""$oid"":""683ef334fc13ae5d09285074""}},{""number"":""360-835-9671"",""status"":""failure"",""error"":""Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."",""_id"":{""$oid"":""683ef334fc13ae5d09285075""}},{""number"":""109-487-4553"",""status"":""failure"",""error"":""Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.\n\nNam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."",""_id"":{""$oid"":""683ef334fc13ae5d09285076""}},{""number"":""946-506-4536"",""status"":""failure"",""error"":""Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.\n\nCurabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."",""_id"":{""$oid"":""683ef334fc13ae5d09285077""}},{""number"":""212-769-2601"",""status"":""failure"",""error"":""Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.\n\nMorbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."",""_id"":{""$oid"":""683ef334fc13ae5d09285078""}},{""number"":""526-585-2717"",""status"":""failure"",""error"":""Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.\n\nQuisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.\n\nPhasellus in felis. Donec semper sapien a libero. Nam dui."",""_id"":{""$oid"":""683ef334fc13ae5d09285079""}}]",2025-06-03T00:00:00Z
